question_id,dataset,latency_total,latency_decomposer,latency_retriever,latency_reasoner,latency_critic
5add1d575542992c1e3a2540,hotpotqa,23.553070200000093,0.0,0.0,0.0,0.0
5ac55ea55542993e66e82377,hotpotqa,21.398891299999832,0.0,0.0,0.0,0.0
5ac3a76e554299741d48a2be,hotpotqa,14.71849020000036,0.0,0.0,0.0,0.0
5a7133565542994082a3e65c,hotpotqa,17.64516440000034,0.0,0.0,0.0,0.0
5ac1a4745542991316484b82,hotpotqa,15.85269849999986,0.0,0.0,0.0,0.0
5adc597d55429947ff17392f,hotpotqa,16.76566959999991,0.0,0.0,0.0,0.0
5ac55e835542993e66e82375,hotpotqa,20.607799200000045,0.0,0.0,0.0,0.0
5a8d9e0f554299441c6ba015,hotpotqa,19.56521930000008,0.0,0.0,0.0,0.0
5ae70ed7554299572ea546a1,hotpotqa,17.512305899999774,0.0,0.0,0.0,0.0
5a74a8fa55429929fddd8497,hotpotqa,18.40098110000008,0.0,0.0,0.0,0.0
5a7cb94f554299683c1c6353,hotpotqa,12.69528820000005,0.0,0.0,0.0,0.0
5ab874ba5542990e739ec904,hotpotqa,19.404035199999726,0.0,0.0,0.0,0.0
5ae3a8985542992f92d82329,hotpotqa,14.967572500000188,0.0,0.0,0.0,0.0
5ac39f7b554299218029dbe7,hotpotqa,15.973017300000265,0.0,0.0,0.0,0.0
5ae27b535542996483e649b6,hotpotqa,15.080680900000061,0.0,0.0,0.0,0.0
5a7331de5542994cef4bc4a8,hotpotqa,14.077388100000007,0.0,0.0,0.0,0.0
5ac15de55542991316484afb,hotpotqa,13.317769300000236,0.0,0.0,0.0,0.0
5a7c6c9d554299683c1c6302,hotpotqa,10.786763999999948,0.0,0.0,0.0,0.0
5ae6363b55429929b0807af0,hotpotqa,12.693672800000058,0.0,0.0,0.0,0.0
5a8cea40554299441c6b9f76,hotpotqa,18.303372299999864,0.0,0.0,0.0,0.0
5ab5ecd75542992aa134a3e6,hotpotqa,14.641310900000008,0.0,0.0,0.0,0.0
5a84c5545542991dd0999dee,hotpotqa,13.091045799999847,0.0,0.0,0.0,0.0
5adeacf955429975fa854f66,hotpotqa,11.507422700000006,0.0,0.0,0.0,0.0
5a8ce15d554299653c1aa12f,hotpotqa,15.617260899999565,0.0,0.0,0.0,0.0
5ade4da055429939a52fe878,hotpotqa,17.97282099999984,0.0,0.0,0.0,0.0
5ab2a186554299295394677b,hotpotqa,13.466218600000047,0.0,0.0,0.0,0.0
5ade66e1554299728e26c713,hotpotqa,23.33960109999998,0.0,0.0,0.0,0.0
5a7c634c55429907fabeef79,hotpotqa,16.855088099999648,0.0,0.0,0.0,0.0
5ae13f3c5542997b2ef7d168,hotpotqa,14.52528110000003,0.0,0.0,0.0,0.0
5ae17cd055429901ffe4aea3,hotpotqa,10.036562199999935,0.0,0.0,0.0,0.0
5ae7940c55429952e35ea984,hotpotqa,14.310538400000041,0.0,0.0,0.0,0.0
5a7296815542991f9a20c515,hotpotqa,13.000821799999812,0.0,0.0,0.0,0.0
5ab2e8ad554299340b525562,hotpotqa,12.62685829999964,0.0,0.0,0.0,0.0
5a89b1de5542992e4fca8378,hotpotqa,12.149721799999952,0.0,0.0,0.0,0.0
5ab78edc5542995dae37e95c,hotpotqa,13.797736800000166,0.0,0.0,0.0,0.0
5ae73acb5542991e8301cc07,hotpotqa,12.732274400000279,0.0,0.0,0.0,0.0
5a8257fa55429940e5e1a866,hotpotqa,18.34217290000015,0.0,0.0,0.0,0.0
5a8d8e4f5542994ba4e3dca7,hotpotqa,19.363991799999894,0.0,0.0,0.0,0.0
5a8a07725542992d82986e5b,hotpotqa,17.91476620000003,0.0,0.0,0.0,0.0
5a79fac85542996c55b2dcc1,hotpotqa,21.371763999999985,0.0,0.0,0.0,0.0
5a81537355429926c1cdad20,hotpotqa,21.745696299999963,0.0,0.0,0.0,0.0
5a721d5a55429971e9dc9283,hotpotqa,13.618770199999744,0.0,0.0,0.0,0.0
5a7aa2a255429941d65f270e,hotpotqa,14.685399899999993,0.0,0.0,0.0,0.0
5abe6f8455429965af743f03,hotpotqa,11.328620299999784,0.0,0.0,0.0,0.0
5ae7257a554299572ea54731,hotpotqa,10.396298299999671,0.0,0.0,0.0,0.0
5ac0e0e25542997d64295a6f,hotpotqa,13.178511800000251,0.0,0.0,0.0,0.0
5a72688c5542997f827839b2,hotpotqa,7.399409000000105,0.0,0.0,0.0,0.0
5adea0c5554299728e26c776,hotpotqa,8.863850100000036,0.0,0.0,0.0,0.0
5ab8372255429919ba4e226b,hotpotqa,16.77086290000034,0.0,0.0,0.0,0.0
5ac0e064554299012d1db64e,hotpotqa,14.081364799999847,0.0,0.0,0.0,0.0
5a8574945542997b5ce3fffb,hotpotqa,13.469987599999968,0.0,0.0,0.0,0.0
5a8704f8554299211dda2ba4,hotpotqa,17.18219679999993,0.0,0.0,0.0,0.0
5a81d1f0554299676cceb0ee,hotpotqa,16.951762200000303,0.0,0.0,0.0,0.0
5a7bf84b5542996dd594b875,hotpotqa,15.708341799999744,0.0,0.0,0.0,0.0
5ab69e4f554299710c8d1eee,hotpotqa,14.27703130000009,0.0,0.0,0.0,0.0
5ae64ad25542995703ce8b4f,hotpotqa,17.916342099999838,0.0,0.0,0.0,0.0
5a7571135542992d0ec05f98,hotpotqa,10.989248599999883,0.0,0.0,0.0,0.0
5a8f2fed55429918e830d1c7,hotpotqa,14.844230400000015,0.0,0.0,0.0,0.0
5ab596d95542992aa134a371,hotpotqa,15.176166199999898,0.0,0.0,0.0,0.0
5a71214d5542994082a3e5b9,hotpotqa,25.720985100000235,0.0,0.0,0.0,0.0
5ac298f9554299657fa28fc9,hotpotqa,13.497484299999996,0.0,0.0,0.0,0.0
5ae35e8c5542990afbd1e120,hotpotqa,11.058719999999994,0.0,0.0,0.0,0.0
5ae616ce5542992663a4f259,hotpotqa,11.340554599999905,0.0,0.0,0.0,0.0
5abbc3a955429931dba144f9,hotpotqa,14.112396699999863,0.0,0.0,0.0,0.0
5adfe6c455429906c02daa85,hotpotqa,11.60003289999986,0.0,0.0,0.0,0.0
5a7f924c55429969796c1aba,hotpotqa,16.081700300000193,0.0,0.0,0.0,0.0
5ab938fb554299131ca422ce,hotpotqa,4.030713000000105,0.0,0.0,0.0,0.0
5ae1e80b5542997f29b3c197,hotpotqa,12.800480000000334,0.0,0.0,0.0,0.0
5a89e3995542992e4fca844d,hotpotqa,15.65814470000032,0.0,0.0,0.0,0.0
5ab8919655429934fafe6e13,hotpotqa,15.347551300000305,0.0,0.0,0.0,0.0
