question_id,dataset,latency_total,latency_decomposer,latency_retriever,latency_reasoner,latency_critic
5add1d575542992c1e3a2540,hotpotqa,11.234546200000295,1.1431406000001516,5.150176199999805,2.199853799998891,2.7344913000006272
5ac55ea55542993e66e82377,hotpotqa,19.25462079999943,1.7022933999996894,11.089038299999629,2.9875980000006166,3.472635199999786
5ac3a76e554299741d48a2be,hotpotqa,5.794722100000399,2.060394500000257,0.6902572999997574,1.496708600000602,1.5454176000002917
5a7133565542994082a3e65c,hotpotqa,7.637996600000406,1.1688457999998718,3.7890360999999757,1.4430393000002368,1.235335700000178
5ac1a4745542991316484b82,hotpotqa,17.789360300000226,1.0887499999998909,10.497605899999144,3.420790199998919,2.7791217999993023
5adc597d55429947ff17392f,hotpotqa,6.18633840000075,1.274273600000015,2.0616947999997137,1.4100570999999036,1.438415000000532
5ac55e835542993e66e82375,hotpotqa,11.149817399999847,1.1002847999998266,4.903463499999816,3.29278290000002,1.8512540000001536
5a8d9e0f554299441c6ba015,hotpotqa,9.289525199999844,1.7203115000002072,4.514171000000715,1.4842868000005183,1.5688977999998315
5ae70ed7554299572ea546a1,hotpotqa,7.843739599999935,1.058158600000752,3.9459122999996907,1.6262952000006408,1.2114509000002727
5a74a8fa55429929fddd8497,hotpotqa,6.367235499999879,1.4984886000002007,2.0592178999995667,1.3155227999995986,1.4920837999998184
5a7cb94f554299683c1c6353,hotpotqa,8.058958999999959,1.2973205999996935,0.950126800000362,2.495084699999097,3.313515899999402
5ab874ba5542990e739ec904,hotpotqa,20.52063200000066,1.1748078999999052,12.899058900000455,3.0923896999993303,3.3512220000002344
5ae3a8985542992f92d82329,hotpotqa,6.5215900000002875,1.5139330000001792,2.234593700000005,1.248980099999244,1.5222226999994746
5ac39f7b554299218029dbe7,hotpotqa,14.89151050000055,1.9921951999995144,2.49415289999979,7.236462900000333,3.1656900000007226
5ae27b535542996483e649b6,hotpotqa,6.315959300000031,1.4926359999999477,2.1814435000005687,1.269649599999866,1.3702720000001136
5a7331de5542994cef4bc4a8,hotpotqa,10.931871999999203,1.8174345999996149,2.744184999999561,3.0650982000015574,3.302040799999304
5ac15de55542991316484afb,hotpotqa,11.577148399999714,1.0120584000005692,4.4493868999998085,3.046057600000495,3.06654350000008
5a7c6c9d554299683c1c6302,hotpotqa,6.774711899999602,1.1040276999992784,0.8405226000004404,2.131106799999543,2.696045000000595
5ae6363b55429929b0807af0,hotpotqa,14.842543100000512,1.5153503999999884,1.318761700000323,9.350421599999208,2.6549557999996978
5a8cea40554299441c6b9f76,hotpotqa,7.474449899999854,1.142630299999837,3.6340257000001657,1.4544632999995883,1.2413825000003271
5ab5ecd75542992aa134a3e6,hotpotqa,6.458241799999996,1.88395379999929,1.9791611999999077,1.2964766999994026,1.2961948999991364
5a84c5545542991dd0999dee,hotpotqa,11.785503199999766,1.2551008999998885,2.0121027000004688,6.03083450000031,2.4840330999995786
5adeacf955429975fa854f66,hotpotqa,8.609706799999913,1.5173859000005905,1.6423949000009088,2.3994020000009186,3.0470490000006976
5a8ce15d554299653c1aa12f,hotpotqa,16.31773720000001,1.1671139999998559,5.872275699999591,6.029585000000225,3.2456623999996737
5ade4da055429939a52fe878,hotpotqa,7.734973999999966,1.2604332999999315,4.0431391000001895,1.304604000000836,1.1248057000002518
5ab2a186554299295394677b,hotpotqa,9.79666240000006,1.3232873999995718,2.6709715000006327,2.70117719999962,3.0980681000000914
5ade66e1554299728e26c713,hotpotqa,24.61152850000053,3.4842568000003666,14.04471890000059,3.2147835000005216,3.864590600000156
5a7c634c55429907fabeef79,hotpotqa,8.293156000000636,1.0246732999994492,4.643940400000247,1.4193930999999793,1.203180099999372
5ae13f3c5542997b2ef7d168,hotpotqa,24.177163800000017,1.6478293000000122,9.714036500000475,9.018634700000803,3.793702399999347
5ae17cd055429901ffe4aea3,hotpotqa,4.5827133000002505,1.5468699000002744,0.3854551000003994,1.2459552999998778,1.4024337999999261
5ae7940c55429952e35ea984,hotpotqa,8.822157499999776,1.8524702000004254,2.2648865999999543,2.734158300000672,1.9673382999999376
5a7296815542991f9a20c515,hotpotqa,4.502279700000145,1.3010897000003752,0.7534759000000122,1.2605395000000499,1.185222099999919
5ab2e8ad554299340b525562,hotpotqa,6.13516989999971,2.1744760999999926,1.6039651000000958,1.3065551999998206,1.0483462000001964
5a89b1de5542992e4fca8378,hotpotqa,8.813582900000256,1.7829729999994015,0.5923356000002968,2.7883074000001216,3.646888699999181
5ab78edc5542995dae37e95c,hotpotqa,10.565415099999882,1.4075908000004347,3.8087210000003324,2.432269599999927,2.9137233999999808
5ae73acb5542991e8301cc07,hotpotqa,10.930334700000458,1.4451977999997325,1.0988194999999905,5.673621999999341,2.708096299999852
5a8257fa55429940e5e1a866,hotpotqa,6.832755899999938,1.1202111000002333,3.0853070000002845,1.5001667999995334,1.1248976000006223
5a8d8e4f5542994ba4e3dca7,hotpotqa,19.543903699999646,1.178655400000025,12.616192900000897,2.6785760000002483,3.0659427000000505
5a8a07725542992d82986e5b,hotpotqa,15.189802600000803,1.2568580999995902,7.3708747000000585,2.8637655999991694,3.695285399999193
5a79fac85542996c55b2dcc1,hotpotqa,19.188837700000477,1.75775750000048,6.713976099999854,5.721599999999853,4.992161699999997
5a81537355429926c1cdad20,hotpotqa,24.945965799999612,1.2335559000002831,17.79527969999981,2.704885199999808,3.208943200000249
5a721d5a55429971e9dc9283,hotpotqa,9.812756599999375,1.5321664000002784,2.9325036999989607,2.057371900000362,3.287424799999826
5a7aa2a255429941d65f270e,hotpotqa,7.279547599999205,1.0503532000002451,3.2294811000001573,1.7848685999997542,1.2127769999997327
5abe6f8455429965af743f03,hotpotqa,4.51330710000002,1.5623375000004671,0.5676830000002155,1.0754981999998563,1.3057801999993899
5ae7257a554299572ea54731,hotpotqa,4.856733100000383,1.4736634000000777,0.6175273999997444,1.5310702999995556,1.2324171000000206
5ac0e0e25542997d64295a6f,hotpotqa,4.355222099999992,1.370327200000247,0.6784364999994068,1.0948139000001902,1.209685200000422
5a72688c5542997f827839b2,hotpotqa,4.5580296000007365,1.5805421000004571,0.3641161000005013,1.0301794999995764,1.5812728000000789
5adea0c5554299728e26c776,hotpotqa,4.274736800000028,1.187860400000318,0.6892052999992302,1.213853399999607,1.1817008999996688
5ab8372255429919ba4e226b,hotpotqa,18.845826400000078,1.2262885999998616,5.2543643999997585,9.284626300000127,3.077357399999528
5ac0e064554299012d1db64e,hotpotqa,7.714854599999853,1.1912808000006407,1.0754418999995323,2.2925881999999547,3.1525163000005705
5a8574945542997b5ce3fffb,hotpotqa,10.776448600000549,1.5954377999996723,2.5842820999996547,2.8125948000006247,3.7809581000001344
5a8704f8554299211dda2ba4,hotpotqa,12.593674899999314,1.2768146999997043,3.8652469999997265,3.0782346999994843,4.370132900000499
5a81d1f0554299676cceb0ee,hotpotqa,14.780313700000079,1.6677724999999555,7.2461840000005395,2.880573500000537,2.982485400000769
5a7bf84b5542996dd594b875,hotpotqa,8.228874600000381,1.41093439999986,3.314384600000267,1.736295099999552,1.765289699999812
5ab69e4f554299710c8d1eee,hotpotqa,5.180118400000538,1.6552645000001576,1.0901520000006713,1.1388084999998682,1.294010800000251
5ae64ad25542995703ce8b4f,hotpotqa,17.12963260000015,1.2877731999997195,8.46779929999957,4.3525328000005175,3.017883499999698
5a7571135542992d0ec05f98,hotpotqa,7.099775499999851,1.4866339000000153,0.9592503000003489,1.9774956000001112,2.672927599999639
5a8f2fed55429918e830d1c7,hotpotqa,4.726570199999514,1.2967361999999412,1.0986769000001004,1.1155285999993794,1.2136465000003227
5ab596d95542992aa134a371,hotpotqa,8.041627499999777,1.0085017000001244,1.0356128999992507,2.9503068000003623,3.043897599999582
5a71214d5542994082a3e5b9,hotpotqa,31.32331030000023,2.016796100000647,22.480981199999405,3.369050399999651,3.45321260000037
5ac298f9554299657fa28fc9,hotpotqa,5.707000999999764,1.933148500000243,1.201950399999987,1.1988621000000421,1.3710290999997596
5ae35e8c5542990afbd1e120,hotpotqa,4.972186900000452,1.2667416000003868,0.9666556000001947,1.3696654000004855,1.3672135000006165
5ae616ce5542992663a4f259,hotpotqa,8.230216599999949,1.2896241999997073,1.410739900000408,2.596406100000422,2.9305255999997826
5abbc3a955429931dba144f9,hotpotqa,8.450004000000263,1.6614362999998775,1.2425443000001906,2.7852138999996896,2.757304800001293
5adfe6c455429906c02daa85,hotpotqa,10.102062499999192,1.7503491000006761,3.2693010000002687,2.508761200000663,2.5703900000007707
5a7f924c55429969796c1aba,hotpotqa,14.013253600000098,2.2505221999999776,4.399706900000638,3.631863099999464,3.7280711000003066
5ab938fb554299131ca422ce,hotpotqa,3.7704157999996823,1.162380800000392,0.19746310000027734,1.185116999999991,1.2234609999995882
5ae1e80b5542997f29b3c197,hotpotqa,8.867785000000367,2.007627599999978,0.45955359999970824,5.0653480000000854,1.3332964999999604
5a89e3995542992e4fca844d,hotpotqa,8.760459600000104,1.564872199999627,1.2716306999991502,2.91720450000048,3.0037742999993498
5ab8919655429934fafe6e13,hotpotqa,6.901566300000013,1.6470124999996187,2.666821499999969,1.41930930000035,1.1655300000002171
5add18345542994ed6169c7e,hotpotqa,5.2644752999995035,1.97929589999967,0.6101756999996724,1.459127800000715,1.2139261999991504
5a825b0e55429954d2e2eb0c,hotpotqa,14.457421500000237,1.2710398999997778,3.8087704999998095,6.377920500000982,2.9967252999995253
5ab54056554299488d4d9923,hotpotqa,8.579095299999608,1.9431641000001036,1.4473218000002817,2.3041346999998495,2.8814589999992677
5a8a416955429930ff3c0d2b,hotpotqa,10.882935100000395,1.761819999999716,5.977347200000622,1.6756123999994088,1.4659560999998575
5a729fe55542991f9a20c53b,hotpotqa,4.3752683000002435,1.0379913000006127,0.6363167999998041,1.3070471000000907,1.392036499999449
5abee41a5542993fe9a41d79,hotpotqa,4.696110500000032,1.2597968000000037,0.4112969999996494,1.2784116000002541,1.7446340000005875
5a8327fd5542990548d0b1a3,hotpotqa,12.070845899999767,1.4155541999998604,5.454550099999324,2.35291369999959,2.8447297000002436
5a7264ed5542990c210a411a,hotpotqa,16.314269100000274,2.0045273999994606,8.361272500000268,2.7276650999992853,3.2178702000001067
